,refs-en,refs-fa
689,"
""We have an obligation to enforce the laws today, to make sure that everybody has access to the park so everybody can protest."" Bloomberg said.",
690,"""We also have a similar, just as important obligation to protect the health and safety of the people in the park.""
",
691,"
The operation to clear the park began around 1 a.m., the mayor said, with police handing out notices from the park's owner that said the continued occupation posed a health and fire hazard.
",
692,"
""You are required to immediately remove all property, including tents, sleeping bags and tarps, from Zuccotti Park,"" the note said.",
693," ""That means you must remove the property now.""
",
694,"Police in riot gear then moved into the park, evicting hundreds of protesters.
",
695,"
The Occupy Wall Street website video-streamed the eviction under a banner headline that read, ""NYPD is raiding Liberty Square.""",
696, Liberty Square is the former name of the park.,
697,"
While many protesters left without resisting, many others moved to the center of the park to an area known as the ""kitchen."" ",
698,"There, they built barricades with tables to keep police away.",
699,"""In an immense show of force, police have shown their presence,"" said Kanene Holder, a spokeswoman for the Occupy Wall Street movement. 
",
700,"""I've seen how agitated the police are and some (are) pushing and shoving to remove us.""",
701,"
CNN could not confirm those accounts, as police kept journalists a block and a half away from the park during the raid.
",
702,"
However, CNN was able to obtain footage of piles of clothing, tents and tarps made by police as they cleaned out the park.
",
703,"
Later Tuesday, police said that protesters seeking to claim personal property that was removed from the park can do so starting Wednesday, at a specific Sanitation Department garage.
",
704,"
By 4:30 a.m. Tuesday, the Lower Manhattan park was clear, with about 40 city crews in orange vests scraping up trash and pressure washing sidewalks.
",
705,"
After briefly reopening around 8 a.m., the park closed again as city officials learned of a temporary restraining order issued by State Supreme Court Judge Lucy Billings.
",
706,"
The order -- which was later denied during Tuesday's hearing, had allowed protesters to bring back tents and other equipment.
",
707,"
Police, however, did not immediately let them in, and a large group of demonstrators -- some of them apparently holding the court documents -- marched back to Zuccotti Park and presented the documents to police.
",
708,"
""We have a court order,"" the group chanted, as it wielded signs and circled the Lower Manhattan park. ",
709,"""You don't have authority over a judge,"" they yelled at police.
",
710,"
Several hundred protesters then marched from Foley Square, where they had gathered after Zuccotti Park was cleared, to City Hall, chanting ""We are unstoppable, another world is possible"" and ""This is what democracy looks like.""
",
711,"
Bloomberg said Occupy demonstrators ""must follow the park rules if they wished to continue to use it to protest.""

",
712,"
""Protesters -- and the general public -- are welcome there to exercise their First Amendment rights, and otherwise enjoy the park, but will not be allowed to use tents, sleeping bags or tarps and, going forward, must follow all park rules,"" Bloomberg said.",
713,"
""The law that created Zuccotti Park required that it be open for the public to enjoy for passive recreation 24 hours a day. ",
714,"Ever since the occupation began, that law has not been complied with, as the park has been taken over by protesters, making it unavailable to anyone else. ... ",
715,"The park was becoming a place where people came not to protest, but rather to break laws, and in some cases, to harm others,"" the mayor said.
",
716,"
Many protesters complied with the order to remove property, he said, but police and the city's Sanitation Department ""assisted in removing any remaining tents and sleeping bags.""",
717,"

While most protesters were peaceful, ""an unfortunate minority"" were not, Bloomberg said, prompting reports of businesses being threatened and complaints regarding noise and unsanitary conditions.",
718,"Since the protests began in September, the encampment at the park had taken on an air of permanency, with tents covering the public plaza from one end to the other.
",
719,"
Last month, Bloomberg had ordered protesters to vacate the park so Brookfield workers could clean it, but Brookfield changed its mind after it said it was ""inundated"" with calls.
",
